Title,Acronym,Source,Rank,,Primary For,
"Colloquium on Mathematics and Computer Science: Algorithms, Trees, Combinatorics and Probabilities",MathInfo,CORE2018,C,No,0802,
Cologne-Twente Workshop on Graphs and Combinatorial Optimization,CTW,CORE2023,C,No,4613,
CombinaTexas: Combinatorics in the South-Central U.S.,Combina Texas,ERA2010,C,Yes,0802,
Combinatorial Pattern Matching,CPM,CORE2023,B,Yes,4603,
Committee on Data for Science and Technology,CODATA,CORE2018,C,No,0804,
Complex Objects Visualization Workshop,COV,CORE2018,C,No,0801,
Complexity and information-theoretic approaches to biology,CITB,CORE2018,B,No,0803,
"Composite Construction V, Kruger National Park, South Africa, American Society of Civil Engineers",,ERA2010,A,No,0905,
Computability in Europe: Logic and Theory of Algorithms,CiE,CORE2023,C,No,4613,
Computational Intelligence in Security for Information Systems,CISIS,CORE2023,National: Spain,No,4604,
Computational Techniques and Applications Conference,CTAC,CORE2018,C,No,0802,
Computational Topology Workshop,CT,CORE2018,C,No,0802,
Computational Wind Engineering,,ERA2010,B,No,0905,
Computer Aided Verification,CAV,CORE2023,A*,Yes,4612,
Computer Algebra in Scientific Computing,CASC,CORE2023,B,Yes,4613,
"Computer Animation, Information Visualisation, and Digital Effects",CAivDE,CORE2023,C,No,4607,
Computer Applications in The Mineral Industries,APCOM,ERA2010,A,No,0914,
Computer Graphics International,CGI,CORE2023,C,Yes,4607,
Computer Science Research Conference,CSRC,CORE2018,C,No,08,
Computer Sciences and Information Technologies,CSIT,CORE2023,National,Yes,4602,4605
Computer Supported Collaborative Learning,CSCL,CORE2021,B,Yes,4608,
Computers in Cardiology,,ERA2010,A,No,0903,
Computing and Control in the Water Industry 2009,,ERA2010,B,No,0905,
Computing in Civil Engineering and Building International Conference,ICCCBE,ERA2010,C,No,0905,
Computing in Education Group of Victoria Conference,CEG,CORE2018,C,No,0899,
Computing: The Australasian Theory Symposium,CATS,CORE2018,Australasian,Yes,0802,
Conference and Symposium of the International Committee on Aeronautical Fatigue,,ERA2010,A,No,0901,
Conférence en Recherche d'information et Applications,CORIA,ERA2010,C,Yes,08,
Conference for the International Simulation and Gaming Association,ISAGA,CORE2023,C,No,4607,
Conference in Uncertainty in Artificial Intelligence,UAI,CORE2023,A,Yes,4602,
Conference of South African Institute of Computer Scientists and Information Technologists,SAICSIT,ERA2010,C,Yes,08,
Conference of the Association for Machine Translation in the Americas,AMTA,CORE2023,National/Regional,No,4602,
Conference of the Association of Asian-Pacific Operational Research Societies,APORS,CORE2023,C,No,4602,
Conference of the Australian Institutes of Transport Research,CAITR,ERA2010,C,No,1205,
Conference of the Commission Internationale pour l'Etude et l'Amelioration de l'Enseignement des Mathematiques,CIEAEM,CORE2018,C,No,0802,
Conference of the European Association for Machine Translation,EAMT,CORE2023,C,Yes,4602,
Conference of the European Society for Fuzzy Logic and Technologies,EUSFLAT,CORE2023,C,Yes,4602,4601
Conference of the International Society for Decision Support Systems,ISDSS,CORE2018,C,No,0801,
Conference of the Pacific Association for Computational Linguistics,PACLING,CORE2021,B,Yes,4602,
Conference on Agile Software Development,XP,CORE2023,B,No,4612,
Conference on Algebra and Coalgebra in Computer Science,CALCO,CORE2023,B,Yes,4613,
Conference on Algorithmic Aspects in Information and Management,AAIM,CORE2023,C,No,4613,
Conference on Algorithms and Hardware for Parallel Processing,CONPAR,CORE2018,C,No,0805,
Conference on Artificial Intelligence for Applications,CAIA,CORE2018,B,No,0801,
Conference on Artificial Neural Networks and Expert systems,ANNES,CORE2018,C,No,0801,
Conference on Combinatorial Optimization and Applications,COCOA,CORE2023,C,Yes,4602,
Conference on Computational Natural Language Learning,CoNLL,CORE2023,B,Yes,4602,
CONFERENCE ON COMPUTER SCIENCE AND INTELLIGENCE SYSTEMS,FedCSIS,CORE2023,Multi-conference,Yes,4602,4601
"Conference on Computers, Freedom, and Privacy",CFP,CORE2018,C,No,0803,
Conference on Construction Partnering,CII-HK,ERA2010,C,No,1202,
"Conference on Discrete Mathematics, Algebra and their Application",DIMA,CORE2018,C,No,0802,
Conference on File and Storage Technologies,FAST,CORE2023,A,No,4605,
Conference on Fun with Algorithms,FUN,CORE2023,National: Italy,No,4613,
Conference on Games (was Computational Intelligence and Games CIG),COG,CORE2023,C,No,4607,
Conference on Graph Theory and Discrete Geometry,CGTDG,CORE2018,C,No,0802,
"Conference on Information Science, Technology and Management",CISTM,CORE2018,B,No,0806,
Conference on Information Sciences and Systems,CISS,CORE2023,National: USA,No,4606,
"Conference on Innovation in Clouds, Internet and Networks",ICIN,CORE2023,National: France,Yes,4606,
Conference on Innovative Data Systems Research,CIDR,CORE2023,A,No,4605,
Conference on Integer Programming and Combinatorial Optimization,IPCO,CORE2023,A,Yes,4613,
Conference on Intelligent Computer Mathematics,CICM,CORE2023,C,Yes,4613,4602
"Conference on Interactive Theorem Proving (previously TPHOLs, changed in 2009)",ITP,CORE2023,A,Yes,4613,
Conference on Learning Theory,COLT,CORE2023,A*,Yes,4611,
Conference on Office Information Systems,SIGOA,CORE2018,C,No,0806,
Conference on Operational Research Practice in Africa,ORPA,ERA2010,C,Yes,0802,
"Conference on Orders, Algorithms and Applications",Ordal,CORE2018,C,No,0802,
Conference on Railway Engineering,,ERA2010,A,No,0905,
Conference on RFID Security,RFIDSec,CORE2018,C,No,0803,
Conference on Robot Learning,CoRL,CORE2023,Unranked,Yes,4602,4603
Conference on Security and Cryptography for Networks,SCN,CORE2023,National: Italy,Yes,4604,
Conference on Security in Network Architectures and Information Systems,SAR-SSI,CORE2018,C,No,0803,
"Conference on Software Engineering Education and Training (previously Conference is Software Engineering Education, CSEE, changed in 1997)",CSEET,CORE2023,C,No,4608,
Conference on Software in Telecommunications and Computer Networks,SOFTCOM,CORE2023,National: Croatia,No,4606,
Conference on Spatial Information Theory,COSIT,ERA2010,C,No,1201,
Conference on the Quality of Software Architectures,QoSA,CORE2017,B,Yes,0803,
Conference on Theory and Applications of Models of Computation,TAMC,CORE2023,C,Yes,4613,
Conference on Visualization and Data Analysis,VDA,CORE2023,National: USA,No,4608,
Congress of the Italian Assoc for AI,AI*IA,ERA2010,B,Yes,0801,
Congress of the Modelling and Simulation Society of Australia and New Zealand,Modsim 03,ERA2010,A,No,0907,
ConnectED: International Conference on Design Education,ConnectED,ERA2010,C,No,1201,
Constraint Databases and Applications,CDB,CORE2018,C,No,0804,
Constraint Programming Day,CPD,CORE2018,C,No,0802,
"Construction Applications of Virtual Reality, International Conference",CAVR,ERA2010,C,No,1202,
Construction Applications to Virtual Reality Conference,CONVR,ERA2010,C,No,1201,
Construction Automation Conference,,ERA2010,B,No,1202,
Construction in the Twenty-first Century Conferences,CITC,ERA2010,B,No,1202,
Construction Management and Economics Conference,CME 25,ERA2010,A,No,1202,
Construction Management and Real Estate International Symposium,CRIOCM,ERA2010,B,No,1202,
Contact Mechanics,,ERA2010,A,No,1299,
"Cooperative Design, Visualization, and Engineering",CDVE,CORE2023,C,No,4608,
Cooperative Research Centre for Construction Innovation International Conference,CRCCI,ERA2010,B,No,1202,
Coordinated and Multiple Views in Exploratory Visualization,CMV,CORE2018,C,No,0801,
Corrosion and Prevention,,ERA2010,A,No,0913,
Crypto'Puces,Crypto'Puces,ERA2010,C,Yes,0804,
Cryptographers Track at RSA Conference,CT-RSA,CORE2023,B,Yes,4604,
Cryptography Policy and Algorithms Conference,CryPAC,CORE2018,C,No,0804,
Cultural Attitudes towards Technology and Communications,CATAC,CORE2018,B,No,0806,
Cultural Heritage Knowledge Visualisation,CHKV,CORE2018,C,No,0801,
"Cumulus - International Association of Universities and Colleges of Art, Design and Media",CUMULUS,ERA2010,C,No,1203,
Current Trends in Theory and Practice of Computer Science,SOFSEM,CORE2023,B,Yes,46,
Data Compression Conference,DCC,CORE2023,B,Yes,4605,
Data Semantics in Web Information Systems,DASWIS,CORE2018,C,No,0806,
Data Warehousing and Knowledge Discovery,DaWaK,CORE2023,B,Yes,4605,
Database Programming Languages,DBPL,CORE2021,B,Yes,4605,
"Datenbanksysteme für Business, Technologie und Web",BTW,CORE2023,National:Germany,Yes,4605,
Declarative Agent Languages and Technologies (merged into EMAS in 2013),DALT,ERA2010,B,No,0804,
Deductive and Object-Oriented Databases,DOOD,CORE2018,A,No,0806,
Design and Aesthetics in Visualisation,DAViz,CORE2018,C,No,0801,
Design and Emotion Society Conferences,D&E,ERA2010,A,No,1203,
Design and Management of Data Warehouses,DMDW,CORE2018,C,No,0804,
Design Automation Conf,DAC,CORE2023,TBR,No,CSE,
Design Computing and Cognition,DCC,ERA2010,A,No,1201,
Design for User Experience,DUX,CORE2018,B,No,0806,
Design Research Society (UK) International Conference,DRS,ERA2010,B,No,1203,
Design Society Conferences,,ERA2010,B,No,1203,
"Design, Automation and Test in Europe Conference",DATE,CORE2023,B,No,CSE,
Designing Interactive Systems,DIS,CORE2023,A,Yes,4608,
Designing Pleasurable Products And Interfaces,DPPI,ERA2010,B,No,1203,
Deutsche Arbeitsgemeinschaft für Mustererkennung DAGM e.V,DAGM,ERA2010,B,Yes,0801,
Developments in eSystems Engineering,DeSE,CORE2023,C,Yes,46,
Developments in Language Theory,DLT,CORE2023,C,Yes,4613,
Digital Arts and Culture,DAC,CORE2018,C,No,0806,
Digital Audio Effects Conference,DAFX,CORE2023,C,No,4603,
Digital Games Research Conference,DIGRA,CORE2023,C,No,4607,
Digital Image Computing Techniques and Applications,DICTA,CORE2023,Australasian C,Yes,4603,
DIMACS Workshop on Intrinsic Complexity of Computation,DIMACS Intrinsic,CORE2018,C,No,0802,
Discourse Anaphora and Anaphor Resolution Colloquium,DAARC,CORE2018,C,No,0801,
Discovery Science,DS,CORE2023,B,Yes,4611,4601
Discrete and Algorithmic Geometry,DAG,CORE2018,C,No,0802,
"Discrete Models: Combinatorics, Computation and Geometry",DM-CCG,CORE2018,C,No,0802,
Distributed Communities on the Web Workshop,Dcw,CORE2018,C,No,0806,
"Distributed Simulation Symposium ",DSS,CORE2018,B,No,,
DNA Computing and Molecular Programming,DNA,CORE2023,B,No,4601,
Doing IT at Melbourne,DITAM,CORE2017,L,No,,
Domain - Specific Languages for Software Engineering,DSLSE,CORE2018,C,No,0803,
Domain Specific Aspect Languages,DSAL,CORE2018,C,No,0803,
Durability of Building Materials and Components Conference,DBMC,ERA2010,C,No,0905,
Dutch Computational Geometry Day,DutchCG,CORE2018,C,No,0802,
Dynamic Graph Workshop,DGW,CORE2018,C,No,0802,
Dynamic Languages Symposium,DLS,CORE2023,C,Yes,4612,
East Asia Society for Transportation Studies Conference (biennial),EASTS,ERA2010,C,No,1205,
East Asia-Pacific Conference on Structural Engineering and Construction,,ERA2010,B,No,0905,
Ecopolitics,,ERA2010,B,No,1205,
ECRYPT Workshop on Cryptographic Hash Functions,ECRYPT,CORE2018,C,No,0804,
ECRYPT Workshop on Tools for Cryptanalysis,ECRYPT,CORE2018,C,No,0804,
Education and Research in Computer Aided Architectural Design in Europe,eCAADe,ERA2010,B,No,1201,
Educational Data Mining,EDM,CORE2023,B,No,4601,
"EMAS (merger of DALT, AOSE and PROMAS)",EMAS,CORE2023,B,Yes,4602,
Embedded Sensor Networks Workshop,Emnets,CORE2018,C,No,1005,
Empirical Methods in Natural Language Processing,EMNLP,CORE2023,A*,Yes,4602,
Enabling Grids for E-Science European Conference,EGEE,CORE2018,C,No,0805,
"Engineering Applications of Artifical Intelligence ",EAAI,CORE2018,A,No,0801,
Engineering Education series (organised by Higher Education Academy Engineering Subject Centre UK),,ERA2010,B,No,09,
"Engineering Federated Information (Database) Systems ",EFIS/EFDBS,CORE2018,C,Yes,,
Engineering Interactive Computing Systems,EICS,CORE2023,Journal Published,Yes,4608,
Entertainment and media in the ubiquitous era (ACM),MINDTREK,ERA2010,B,No,1203,
ENVI and IDL Data Analysis and Visualization Symposium,VISualize,CORE2018,C,No,0801,
Environmental Design Research Association,EDRA,ERA2010,B,No,1203,
ERATO Conference on Quantum Information Science,EQIS,CORE2018,C,No,0802,
ERCIM Annual Workshop on Constraint Solving and Constraint Logic Programming,ERCIM/CSCLP,CORE2018,B,No,0802,
Ershov Conference,PSI,CORE2020,National: Russia,No,4612,
ETHICOMP Conference,ETHICOMP,CORE2023,C,Yes,4608,
EURO AMERICAN CONFERENCE ON TELEMATICS AND INFORMATION SYSTEMS,EATIS,CORE2023,C,Yes,4606,
Euro XR International Conference (was Euro VR),Euro XR,CORE2023,C,No,4607,
"EuroConference on Combinatorics, Graph Theory and Applications",EUroComb,CORE2023,C,No,4613,
Eurographics Symposium on Parallel Graphics and Visualization,EGPGV,CORE2023,C,No,4607,
Eurographics/IEEE Symposium on Visualization,EuroVis,CORE2023,B,Yes,4607,
Euromicro Conference on Real-Time Systems,ECRTS,CORE2023,B,Yes,4606,
Euromicro Conference on Software Engineering and Advanced Applications,SEAA,CORE2023,B,No,4612,
"Euromicro International Conference on Parallel, Distributed and Network Based Processing",PDP,CORE2023,C,No,4606,
Europe-Africa Conference on Wind Engineering,,ERA2010,B,No,0905,
European Academy of Design conferences,EAD,ERA2010,C,No,1203,
European Association for Computational Linguistics,EACL,CORE2023,A,Yes,4602,
European Chapter on Combinatorial Optimization,ECCO,CORE2023,C,No,4613,
European Computing Conference,ECC,CORE2018,C,No,08,
European Conference of Information Warfare,ECIW,CORE2018,C,No,0806,
European Conference on Ambient Intelligence,AmI,CORE2021,C,No,4606,4602
European Conference on Artificial Intelligence,ECAI,CORE2023,A,Yes,4602,4611
European Conference on Artificial Life,ECAL,CORE2018,B,No,0801,
European Conference on Computational Biology,ECCB,CORE2023,C,No,4601,
European Conference on Computational Learning Theory (Now in COLT),EuroCOLT,CORE2018,C,No,0801,
European Conference on Computational Mechanics,ECCM,ERA2010,A,No,0905,
European Conference on Computer Supported Cooperative Work,ECSCW,CORE2023,B,No,4608,
European Conference on Computer Vision,ECCV,CORE2023,A*,Yes,4603,
European Conference on Digital Government (was European Conference on e-Government ECEG),ECDG,CORE2023,C,Yes,4601,
European Conference on Evolutionary Computation in Combinatorial Optimisation,EvoCOP,CORE2023,B,Yes,4602,
European Conference on Genetic Programming,EUROGP,CORE2023,B,Yes,4602,
European Conference on Information Management and Evaluation,ECIME,CORE2018,C,No,0806,
European Conference on Information Retrieval,ECIR,CORE2023,A,Yes,4605,
European Conference on Information Systems,ECIS,CORE2018,A,No,0806,
European Conference on Knowledge Management,EKM,CORE2018,B,No,0806,
European Conference on Machine Learning (Joined with PKDD from 2008),ECML,CORE2014,A,No,0801,
European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),ECML PKDD,CORE2023,A,Yes,4611,
European Conference on Modelling Foundations and Applications,ECMFA,CORE2023,B,Yes,4612,
European Conference on Multi-Agent Systems,EUMAS,CORE2023,C,Yes,4602,
European Conference on Numerical Methods in Geotechnical Engineering,NUMGE,ERA2010,A,No,0905,
European Conference on Object-Oriented Programming,ECOOP,CORE2023,A,Yes,4612,
European Conference on Operations Research,EURO,CORE2023,C,No,4602,
European Conference on Pattern Languages of Programs,EuroPLop,CORE2023,National: Germany,Yes,4612,
European Conference on Research Methodology for Business and Management Studies,ECRM,CORE2018,C,No,0806,
European Conference on Software Architecture,ECSA,CORE2023,A,Yes,4612,
European Conference on Software Maintenance and Reengineering,CSMR,CORE2018,C,No,0803,
European Conference on Symbolic and Quantitative Approaches to Reasoning with Uncertainty,ECSQARU,CORE2023,C,No,4602,
European Conference on Technology Enhanced Learning,EC-TEL,CORE2023,B,Yes,4601,
European Conference on Universal Multiservice Networks,ECUMN,CORE2018,C,No,0805,
European Congress on Intelligent Techniques and Soft Computing,EUFIT,CORE2018,C,No,0801,
European Dependable Computing Conference,EDCC,CORE2023,Unranked,Yes,4604,4606
European Graphics Conference,EUROGRAPH,CORE2018,A,No,0801,
European Grid Conference,EGC,CORE2018,B,No,,
European Institute for Computer Anti-Virus Research EICAR Conference,EICAR,CORE2018,C,No,0804,
European Lisp Workshop,ELW,CORE2018,C,No,0803,
European Metallurgical Congress,,ERA2010,B,No,0914,
European MPI Users' Group Conference,EuroMPI,CORE2023,C,No,4606,
European Natural Language Generation Workshop,EuroNLG,CORE2018,B,No,0806,
